config_name,min_topic_size,min_samples,n_neighbors,mean_similarity,std_similarity,similarity_cv,mean_topic_count,std_topic_count,topic_count_cv,mean_outlier_rate,stability_score,elapsed_time,topic_counts,outlier_rates,pairwise_similarities
GS_Top8_coh0.670,50,8,15,0.04360483634649442,0.02308493817061637,0.5294123336956926,6.1,0.3,0.04918032786885246,0.03328402366863906,0.5003915150788636,46.182438373565674,"[6, 6, 6, 6, 7, 6, 6, 6, 6, 6]","[0.014792899408284023, 0.019230769230769232, 0.038461538461538464, 0.07544378698224852, 0.016272189349112426, 0.042899408284023666, 0.010355029585798817, 0.034023668639053255, 0.038461538461538464, 0.042899408284023666]","[0.036062378167641324, 0.05572755417956657, 0.03508771929824561, 0.036062378167641324, 0.04580896686159844, 0.036062378167641324, 0.037037037037037035, 0.037037037037037035, 0.02729044834307992, 0.017543859649122806, 0.02631578947368421, 0.02729044834307992, 0.05458089668615984, 0.04483430799220273, 0.07424607269808509, 0.04483430799220273, 0.09373925008599931, 0.008771929824561403, 0.04483430799220273, 0.02631578947368421, 0.04483430799220273, 0.017543859649122806, 0.12102969842907922, 0.02631578947368421, 0.036062378167641324, 0.0849673202614379, 0.03508771929824561, 0.04580896686159844, 0.07309941520467836, 0.043859649122807015, 0.07309941520467836, 0.04483430799220273, 0.06335282651072124, 0.05458089668615984, 0.008771929824561403, 0.06449948400412796, 0.017543859649122806, 0.04483430799220273, 0.07424607269808509, 0.05360623781676413, 0.02729044834307992, 0.017543859649122806, 0.02631578947368421, 0.04483430799220273, 0.008771929824561403]"
GS_Top2_coh0.670,50,10,15,0.0413924881193543,0.014495326468047876,0.3501921997597953,5.8,0.6,0.10344827586206896,0.011242603550295858,0.4874132405909973,46.24283742904663,"[6, 6, 6, 5, 6, 6, 7, 5, 5, 6]","[0.016272189349112426, 0.016272189349112426, 0.0, 0.022189349112426034, 0.0073964497041420114, 0.0, 0.023668639053254437, 0.0, 0.026627218934911243, 0.0]","[0.04483430799220273, 0.02729044834307992, 0.0327485380116959, 0.036062378167641324, 0.06547414287352368, 0.03508771929824561, 0.042105263157894736, 0.010526315789473684, 0.05458089668615984, 0.03508771929824561, 0.06804265565875474, 0.02631578947368421, 0.02729044834307992, 0.02729044834307992, 0.04327485380116959, 0.021052631578947368, 0.02729044834307992, 0.04327485380116959, 0.04580896686159844, 0.017543859649122806, 0.036062378167641324, 0.042105263157894736, 0.031578947368421054, 0.04483430799220273, 0.031578947368421054, 0.021052631578947368, 0.031578947368421054, 0.031578947368421054, 0.05380116959064327, 0.05497076023391813, 0.06895711500974659, 0.02729044834307992, 0.04327485380116959, 0.06687306501547988, 0.046955624355005166, 0.05572755417956656, 0.05380116959064327, 0.04327485380116959, 0.05572755417956657, 0.05380116959064327, 0.0654970760233918, 0.02729044834307992, 0.0327485380116959, 0.05751633986928104, 0.05380116959064327]"
GS_Top1_coh0.670,50,8,15,0.03389697919453681,0.017239306181547197,0.5085794248097972,5.7,0.45825756949558405,0.08039606482378667,0.027514792899408287,0.48732671157025076,52.265809774398804,"[6, 6, 6, 5, 5, 6, 6, 5, 6, 6]","[0.07692307692307693, 0.08284023668639054, 0.010355029585798817, 0.0, 0.03698224852071006, 0.05473372781065089, 0.0, 0.0, 0.013313609467455622, 0.0]","[0.02631578947368421, 0.046955624355005166, 0.0327485380116959, 0.021052631578947368, 0.036062378167641324, 0.018518518518518517, 0.031578947368421054, 0.02631578947368421, 0.02729044834307992, 0.017543859649122806, 0.031578947368421054, 0.07973856209150326, 0.05360623781676413, 0.008771929824561403, 0.010526315789473684, 0.017543859649122806, 0.04580896686159844, 0.021052631578947368, 0.05380116959064327, 0.017543859649122806, 0.017543859649122806, 0.09026487788097695, 0.03508771929824561, 0.03508771929824561, 0.04582043343653251, 0.0327485380116959, 0.04327485380116959, 0.021052631578947368, 0.05380116959064327, 0.04582043343653251, 0.021052631578947368, 0.05380116959064327, 0.04327485380116959, 0.021052631578947368, 0.031578947368421054, 0.008771929824561403, 0.05380116959064327, 0.036062378167641324, 0.03508771929824561, 0.010526315789473684, 0.037037037037037035, 0.02729044834307992, 0.05380116959064327, 0.021052631578947368, 0.02631578947368421]"
GS_Top3_coh0.670,45,8,15,0.038121265400247156,0.016585325149468713,0.4350675397401993,6.3,0.6403124237432849,0.10163689265766428,0.027958579881656804,0.482977848926493,46.407177448272705,"[8, 6, 6, 6, 6, 6, 6, 6, 6, 7]","[0.07248520710059171, 0.07544378698224852, 0.0, 0.05473372781065089, 0.03106508875739645, 0.03550295857988166, 0.0, 0.010355029585798817, 0.0, 0.0]","[0.036062378167641324, 0.037037037037037035, 0.04483430799220273, 0.07424607269808507, 0.05458089668615984, 0.02729044834307992, 0.036062378167641324, 0.043859649122807015, 0.04678362573099415, 0.05360623781676413, 0.04483430799220273, 0.008771929824561403, 0.05572755417956656, 0.036062378167641324, 0.02631578947368421, 0.04483430799220273, 0.02729044834307992, 0.04483430799220273, 0.017543859649122806, 0.04483430799220273, 0.04483430799220273, 0.017543859649122806, 0.038183694530443756, 0.017543859649122806, 0.008771929824561403, 0.036062378167641324, 0.05458089668615984, 0.06449948400412797, 0.04580896686159844, 0.017543859649122806, 0.03508771929824561, 0.04580896686159844, 0.008771929824561403, 0.036062378167641324, 0.0, 0.05458089668615984, 0.036062378167641324, 0.02631578947368421, 0.04483430799220273, 0.037037037037037035, 0.036062378167641324, 0.036062378167641324, 0.046955624355005166, 0.037037037037037035, 0.0839926613920422]"
GS_Top10_coh0.647,30,8,15,0.05920405513299102,0.01999068330305,0.33765733205512033,9.0,1.2649110640673518,0.1405456737852613,0.03964497041420119,0.47950933134807683,47.3163959980011,"[9, 6, 11, 10, 9, 8, 9, 10, 9, 9]","[0.08136094674556213, 0.0, 0.060650887573964495, 0.0, 0.05029585798816568, 0.01775147928994083, 0.0, 0.0650887573964497, 0.11242603550295859, 0.008875739644970414]","[0.008771929824561403, 0.06107862248213125, 0.061843060811069064, 0.05977907732293697, 0.07043343653250775, 0.0691052249359783, 0.06249283339066621, 0.023391812865497075, 0.08003669303978901, 0.06237816764132553, 0.06335282651072124, 0.043859649122807015, 0.02631578947368421, 0.06237816764132553, 0.036062378167641324, 0.06547414287352367, 0.04580896686159844, 0.04454764361885105, 0.04158544509421702, 0.07456140350877193, 0.07418873982341474, 0.08840729274165807, 0.0952107938692046, 0.0604288499025341, 0.06692657569850552, 0.09612573099415204, 0.08068646561938617, 0.0851049191606467, 0.04873294346978557, 0.024041585445094216, 0.0695734434124527, 0.07418873982341474, 0.037151702786377715, 0.04873294346978557, 0.06107862248213125, 0.09090127278981769, 0.09192251461988304, 0.04751461988304093, 0.06299449604403165, 0.036387264457439894, 0.05156136528685548, 0.06416504223521767, 0.05458089668615984, 0.0539311241065627, 0.036387264457439894]"
GS_Top7_coh0.670,55,10,15,0.03949534329651289,0.020902029724698182,0.5292277007893145,5.7,0.6403124237432849,0.1123355129374184,0.03387573964497041,0.4792718698380369,46.01363563537598,"[5, 5, 6, 6, 5, 6, 6, 5, 7, 6]","[0.15680473372781065, 0.0, 0.02514792899408284, 0.0, 0.008875739644970414, 0.047337278106508875, 0.010355029585798817, 0.0, 0.0, 0.09023668639053255]","[0.010526315789473684, 0.04327485380116959, 0.04582043343653251, 0.010526315789473684, 0.02222222222222222, 0.010526315789473684, 0.010526315789473684, 0.021052631578947368, 0.04327485380116959, 0.05380116959064327, 0.042105263157894736, 0.021052631578947368, 0.06687306501547988, 0.021052631578947368, 0.0327485380116959, 0.07602339181286549, 0.031578947368421054, 0.04580896686159844, 0.06804265565875472, 0.017543859649122806, 0.07522073156748078, 0.0327485380116959, 0.017543859649122806, 0.04483430799220273, 0.021052631578947368, 0.017543859649122806, 0.017543859649122806, 0.05380116959064327, 0.05458089668615984, 0.04483430799220273, 0.042105263157894736, 0.0327485380116959, 0.09582043343653251, 0.04327485380116959, 0.0327485380116959, 0.02631578947368421, 0.07719298245614034, 0.02631578947368421, 0.04580896686159844, 0.042105263157894736, 0.08301800252264648, 0.04483430799220273, 0.05380116959064327, 0.021052631578947368, 0.036062378167641324]"
GS_Top5_coh0.670,50,10,15,0.048173866037643134,0.019080329381708717,0.39607220576399904,6.5,1.02469507659596,0.15764539639937844,0.019970414201183433,0.4727992312587714,45.89743089675903,"[7, 5, 8, 7, 6, 7, 5, 6, 8, 6]","[0.028106508875739646, 0.029585798816568046, 0.0, 0.0, 0.0, 0.07248520710059171, 0.014792899408284023, 0.05473372781065089, 0.0, 0.0]","[0.04327485380116959, 0.06265664160401002, 0.06265664160401002, 0.04483430799220273, 0.09720379379822106, 0.07105263157894737, 0.037037037037037035, 0.061821219715956555, 0.08284600389863547, 0.06804265565875474, 0.010526315789473684, 0.06804265565875474, 0.031578947368421054, 0.04327485380116959, 0.04582043343653251, 0.07602339181286549, 0.021052631578947368, 0.0719937097646076, 0.04483430799220273, 0.03842940685045948, 0.05380116959064327, 0.07636738906088752, 0.04093567251461988, 0.06335282651072124, 0.03508771929824561, 0.05513784461152882, 0.042105263157894736, 0.04793028322440087, 0.04678362573099415, 0.036062378167641324, 0.04483430799220273, 0.05751633986928104, 0.04483430799220273, 0.02729044834307992, 0.017543859649122806, 0.05380116959064327, 0.04483430799220273, 0.030910609857978277, 0.05360623781676413, 0.04327485380116959, 0.031578947368421054, 0.010526315789473684, 0.017543859649122806, 0.036062378167641324, 0.07309941520467836]"
GS_Top9_coh0.670,50,12,15,0.034266712532966405,0.02000998746146739,0.5839482688109259,5.7,0.7810249675906654,0.13702192413871322,0.03476331360946745,0.4690741163029758,46.43391704559326,"[6, 6, 5, 6, 4, 5, 7, 6, 6, 6]","[0.10207100591715976, 0.0073964497041420114, 0.0, 0.03698224852071006, 0.07100591715976332, 0.0, 0.060650887573964495, 0.0695266272189349, 0.0, 0.0]","[0.017543859649122806, 0.04327485380116959, 0.008771929824561403, 0.04093567251461988, 0.031578947368421054, 0.05458089668615984, 0.036062378167641324, 0.02729044834307992, 0.06547414287352367, 0.010526315789473684, 0.017543859649122806, 0.013157894736842105, 0.031578947368421054, 0.008771929824561403, 0.017543859649122806, 0.06547414287352368, 0.038183694530443756, 0.05380116959064327, 0.04093567251461988, 0.02222222222222222, 0.02222222222222222, 0.021052631578947368, 0.031578947368421054, 0.02222222222222222, 0.0, 0.031578947368421054, 0.036062378167641324, 0.02729044834307992, 0.02729044834307992, 0.017543859649122806, 0.0850533195734434, 0.05555555555555555, 0.039473684210526314, 0.013157894736842105, 0.02631578947368421, 0.03529411764705882, 0.0327485380116959, 0.08771929824561403, 0.06804265565875474, 0.03508771929824561, 0.06547414287352367, 0.04483430799220273, 0.008771929824561403, 0.017543859649122806, 0.04483430799220273]"
GS_Top6_coh0.670,45,10,15,0.042337379396202926,0.020001553278131152,0.4724324831480952,6.4,1.0198039027185568,0.1593443597997745,0.050147928994082845,0.4633357959593526,46.001635789871216,"[8, 6, 6, 6, 6, 5, 8, 7, 5, 7]","[0.0650887573964497, 0.14349112426035504, 0.0, 0.0029585798816568047, 0.14201183431952663, 0.010355029585798817, 0.011834319526627219, 0.1257396449704142, 0.0, 0.0]","[0.036062378167641324, 0.06335282651072124, 0.02631578947368421, 0.05043859649122807, 0.06804265565875474, 0.04837461300309598, 0.04594820384294068, 0.031578947368421054, 0.05430242272347535, 0.018518518518518517, 0.017543859649122806, 0.07309941520467836, 0.04582043343653251, 0.036062378167641324, 0.03508771929824561, 0.02222222222222222, 0.05360623781676413, 0.03508771929824561, 0.02729044834307992, 0.0, 0.02631578947368421, 0.008771929824561403, 0.021052631578947368, 0.03508771929824561, 0.018518518518518517, 0.04327485380116959, 0.06449948400412797, 0.08611397775484464, 0.06804265565875474, 0.0839926613920422, 0.021052631578947368, 0.06432748538011696, 0.046955624355005166, 0.021052631578947368, 0.036062378167641324, 0.021052631578947368, 0.05380116959064327, 0.05380116959064327, 0.04327485380116959, 0.04594820384294068, 0.05380116959064327, 0.0719937097646076, 0.042105263157894736, 0.06447491277212639, 0.021052631578947368]"
GS_Top4_coh0.670,55,8,15,0.03893758998076164,0.021724724331265072,0.5579370562481876,5.3,0.9,0.169811320754717,0.043343195266272186,0.4598567597107113,47.003270864486694,"[4, 6, 5, 6, 5, 5, 7, 6, 5, 4]","[0.0, 0.07248520710059171, 0.03994082840236687, 0.014792899408284023, 0.010355029585798817, 0.07100591715976332, 0.06656804733727811, 0.04437869822485207, 0.03698224852071006, 0.07692307692307693]","[0.02631578947368421, 0.054093567251461985, 0.02631578947368421, 0.02631578947368421, 0.02631578947368421, 0.0625, 0.04093567251461988, 0.04093567251461988, 0.013157894736842105, 0.05380116959064327, 0.008771929824561403, 0.05, 0.06687306501547988, 0.043859649122807015, 0.07309941520467836, 0.021052631578947368, 0.02631578947368421, 0.04327485380116959, 0.04327485380116959, 0.031578947368421054, 0.05380116959064327, 0.05380116959064327, 0.010526315789473684, 0.039473684210526314, 0.05497076023391813, 0.031578947368421054, 0.017543859649122806, 0.043859649122807015, 0.031578947368421054, 0.02631578947368421, 0.0327485380116959, 0.0654970760233918, 0.10497076023391813, 0.05380116959064327, 0.04093567251461988, 0.10196078431372549, 0.04327485380116959, 0.010526315789473684, 0.0, 0.02729044834307992, 0.021052631578947368, 0.02631578947368421, 0.042105263157894736, 0.013157894736842105, 0.02631578947368421]"
